PC 1,PC 2,PC 3
-0.33356969437025547,1.0318013345396602,-0.5029735812064676
2.2930567675083533,1.6689350844860205,-0.4889414245050954
-0.1616239809454271,-1.129775281138139,-0.013109624724943631
-0.14000699600050948,-2.2176631921651433,0.30366636055229923
-0.14849035452241038,-2.0555037628396513,0.3031971269596749
-0.14141513814060738,-2.087792956323086,0.42845124358561315
-0.2860765972350424,1.5740039781490072,0.0016029578073831284
0.1458604550817592,-1.8214537294417155,0.38475399517038555
-0.31866271212624864,0.8366659425558006,-0.33816833389928913
-0.27024332736918066,0.6398554981702966,-0.08414714308923336
-0.16276932001682223,-1.1297646837835102,-0.01309308590447518
-0.23748763499756137,1.9178565303860045,-0.5857794205950637
-0.22304461744468876,-0.9201151745501176,0.0005050139412734886
-0.3258080250662676,1.0320197419508605,-0.5031460750406442
-0.10728484139719774,-1.8156611708091248,0.38769120457657763
-0.1621909136090419,-1.129802110709328,-0.013094761203833918
-0.19957019991031577,-1.2474758432638324,0.15729702576307142
0.22966142524660701,-1.3285230551948637,0.14628771933278814
-0.16258435920705777,-1.1297594791291024,-0.013097196437519226
-0.3586791627543225,1.5796658023557855,-0.07331030965349976
-0.16289491098350997,-1.1297615802906726,-0.013091676500912378
-0.18642310634928372,-1.6676518135898053,0.24205435373444376
-0.14213682249686688,-1.1301355316741422,-0.01335356326414962
-0.1616908748421783,-1.1297676465225428,-0.013110119192929691
-0.16196831529515351,-1.1297769800707969,-0.013103635626909874
-0.331630204045181,1.031774336401233,-0.5029997031685961
-0.32504478821645183,1.045206762206341,-0.23580574407947885
1.5847046855074503,-1.1421661540795567,-0.03911100077901541
-0.3935323772263493,1.2414440055315499,-0.4893791741796871
-0.15926037325374934,-1.1298320977688903,-0.013136480679419922
-0.16284671574318507,-1.1297593840294795,-0.013092922459356685
-0.28200334021847484,0.8360679338230242,-0.3386438228802127
-0.284901744139987,0.8349804278027475,-0.24895428056059038
-0.16282629239962845,-1.129766286942383,-0.013091819761326126
-0.1609236263089466,-1.1298684176324116,-0.01310169902595691
-0.34492843294851255,1.044647251792612,-0.235363853828192
-0.3939036291370481,1.2414485133296358,-0.4893740365728463
-0.14738835216904883,-1.3248894654734769,0.15170219536836044
-0.33207162615999153,1.6856070222532022,-0.09784281316557555
-0.39381540225790895,1.2414441988183957,-0.48937458237639875
-0.14765890658938066,-1.3249195033604486,0.1517128761709181
-0.14824857775588876,-1.3248818835791984,0.1517146956854616
-0.22330758033215686,-0.9201089784681873,0.0005080278274165001
-0.2630624510655253,0.14949348013443156,0.15229540105328643
-0.1474556143532754,-1.3248899904783196,0.1517034054815025
3.8430579062259866,-2.3110794450931276,0.3417105139655986
0.44455195837803785,-2.2881108259298317,0.3925497983499097
0.03210346965881463,0.7995432852218173,-0.21420425767935045
-0.33201497018849674,1.6338081475591797,0.006873434345476354
-0.1601312812919321,-1.1297892823021276,-0.01313113995510402
-0.27954265844958,0.8348023358569474,-0.24900491568196878
-0.33355176557847604,1.0318018390705699,-0.5029739796583869
-0.2873714446894461,1.8098770716361658,-0.47604896560376836
-0.1462317359868214,-1.1299648362272223,-0.013322078116382493
-0.33328642740876885,1.031795709827248,-0.5029770463323401
-0.1258984512348477,-2.1680465611763955,0.4639566312107817
-0.1479519780556453,-1.3248876429842305,0.15171104039195812
-0.156738444855763,-2.2845296661920766,0.36764619016893085
-0.14769226768756644,-1.3249026046171746,0.1517099044248073
-0.4020931070346158,1.9763125940170663,-0.7601046797249991
-0.37753219488286305,0.8699598919148905,-0.1255645642340099
-0.160295786291369,-1.129850750698974,-0.013115652020333594
-0.15111313655661507,-2.055446304204946,0.30322809096519254
0.3540170242489065,-2.2665738624562666,0.42936617290356605
-0.3112323161041269,0.8362102006545016,-0.3381950712446085
-0.10165777065358218,0.9459410591947868,-0.2944233609967976
-0.096346628558318,-1.155699680692561,0.18061645377121133
-0.3186336304126798,0.8366667608927709,-0.33816898020563235
-0.0717207845055522,1.2324662590805444,-0.4927771415702586
-0.1615409576919437,-1.1297729449278766,-0.013111469817575667
0.2703238134665868,-1.327804581307257,0.14547266964352135
-0.3331625909435599,1.0317842392697336,-0.5029766852849584
-0.2221769371779268,-0.920134264791903,0.0004947872635409042
-0.1617893718417805,-1.1298372756672477,-0.013094012768698983
-0.0494053302157035,0.4374451343831773,-0.29459649053773834
-0.3149157752212577,0.8364294477549113,-0.3381804268260237
-0.3332007110351906,1.031781580440306,-0.5029755079273523
-0.3316406168865175,1.0317876390465073,-0.5030023019055336
-0.2376968226625257,1.6129663320039156,-0.22202744019731288
-0.21950765627039062,-1.5881971911548551,0.7572227324447554
-0.3933597469553291,1.2414298292976882,-0.48937904847138136
-0.33240560571406735,1.0317729106787228,-0.5029867160176409
0.28959631048253087,-2.285680128776321,0.39457984264172125
-0.3186782582091193,0.8366661848837587,-0.33816812991366363
-0.33338956402376074,1.0317921278597886,-0.5029746127367833
-0.12135249918502423,-1.815513197656192,0.3878906354698904
-0.33354599953654085,1.0318020013225389,-0.5029741078017809
-0.16014594680855906,-1.1298125451951164,-0.013126057398584275
-0.2831422306745195,0.835040938037987,-0.24899567323672284
-0.1626402766605135,-1.1297671706476442,-0.01309468017146106
-0.3573206091717229,1.5796537270828863,-0.07333003032933409
-0.3331602139924175,1.0318128570299463,-0.5029826814246416
-0.3800568649992397,1.2408184771689907,-0.4894695032637764
-0.23912483497419648,1.6130604058446063,-0.22202365204226757
-0.35640105956167284,1.5795252918194602,-0.07331834401959768
-0.2982229296137804,1.911510441921255,-0.5725671002433627
-0.14143675256804314,-2.087793564536388,0.4284517239404424
-0.08983225660833485,-1.134495842980826,-0.013301921717417498
0.8446161360376402,1.8411593108356317,-0.5010871710241478
-0.35778400091052476,1.5796570023825787,-0.07332312818138045
-0.3332425886658103,1.031781988195583,-0.5029749074311461
-0.22095946925251372,-0.9201978948973554,0.00048810757253719235
-0.3185409396124889,0.8366707287057951,-0.3381713231629286
-0.3534233313235118,0.7020949760600845,-0.3891489352038999
0.28959054204209994,-2.2856877687058073,0.3945815274208623
-0.33244843971260835,1.0317349970956724,-0.5029781226784704
0.35788210997851666,0.83097578918925,-0.25864056900832116
-0.3334352870227677,1.031796279511728,-0.5029747286577098
